序號,英文名稱,中文名稱,來源網站
17111,ozonide,臭氧化物,https://terms.naer.edu.tw/
17112,ozonization,臭氧化[作用],https://terms.naer.edu.tw/
17113,P-M interaction diagram,軸力-彎矩互制圖,https://terms.naer.edu.tw/
17114,P-Δ effect,P-△效應,https://terms.naer.edu.tw/
17115,P-Δ method,P -Δ法；力-側向位移法,https://terms.naer.edu.tw/
17116,pacing,步測,https://terms.naer.edu.tw/
17117,pack set,水泥貯存硬化,https://terms.naer.edu.tw/
17118,pack setting,水泥貯存硬化,https://terms.naer.edu.tw/
17119,package cargo,包裝貨,https://terms.naer.edu.tw/
17120,package contractor,分項承攬商；分項承包商,https://terms.naer.edu.tw/
17121,package envelope,標封{投標用},https://terms.naer.edu.tw/
17122,package freight,件貨,https://terms.naer.edu.tw/
17123,package sewage treatment equipment,套裝式污水處理設備,https://terms.naer.edu.tw/
17124,package treatment plant,套裝處理廠,https://terms.naer.edu.tw/
17125,packaged concrete,袋裝乾拌混凝土料,https://terms.naer.edu.tw/
17126,packaged cooling tower,廠製式冷卻水塔,https://terms.naer.edu.tw/
17127,packaged grout,袋裝乾拌灰漿料,https://terms.naer.edu.tw/
17128,packaged motar,袋裝乾拌砂漿料,https://terms.naer.edu.tw/
17129,packaged solar equipment,套裝式太陽能設備,https://terms.naer.edu.tw/
17130,packaged water chillers,冰水機組,https://terms.naer.edu.tw/
17131,packed bed,填充床,https://terms.naer.edu.tw/
17132,packed column, 填充柱,https://terms.naer.edu.tw/
17133,packed tower,填充塔,https://terms.naer.edu.tw/
17134,packed warehouse,件裝倉庫,https://terms.naer.edu.tw/
17135,packer,栓塞{灌漿}；漿體回流抑制器,https://terms.naer.edu.tw/
17136,packer vehicle,密封壓縮式[垃圾]車,https://terms.naer.edu.tw/
17137,packerhead process,離心製作程序,https://terms.naer.edu.tw/
17138,packet boat,定期交通船,https://terms.naer.edu.tw/
17139,packing list,裝箱單,https://terms.naer.edu.tw/
17140,pad foundation,獨立基礎,https://terms.naer.edu.tw/
17141,paddle,葉片,https://terms.naer.edu.tw/
17142,paddle aeration,翼板式曝氣器,https://terms.naer.edu.tw/
17143,paddle aerator,翼板式曝氣器,https://terms.naer.edu.tw/
17144,paddle loader,葉片式裝載機,https://terms.naer.edu.tw/
17145,paddle mixer,水平軸式拌和機,https://terms.naer.edu.tw/
17146,paddle-wheel aeration,翼輪式曝氣,https://terms.naer.edu.tw/
17147,paddle-wheel aerator,翼輪式曝氣器,https://terms.naer.edu.tw/
17148,page check,手簿資料檢查,https://terms.naer.edu.tw/
17149,page description language,標準頁描述語言,https://terms.naer.edu.tw/
17150,pagoda,寶塔；佛塔,https://terms.naer.edu.tw/
17151,paid area,付費區,https://terms.naer.edu.tw/
17152,paint,油漆；塗料,https://terms.naer.edu.tw/
17153,paint coating aluminum sheet,上漆鋁板,https://terms.naer.edu.tw/
17154,paint coating steel sheet,上漆鋼板,https://terms.naer.edu.tw/
17155,paint pollution,塗料污染,https://terms.naer.edu.tw/
17156,paint software,繪圖程式,https://terms.naer.edu.tw/
17157,painting,塗佈；油漆,https://terms.naer.edu.tw/
17158,painting area,油漆面積,https://terms.naer.edu.tw/
17159,Paker truss,派克桁架,https://terms.naer.edu.tw/
17160,palace,宮殿,https://terms.naer.edu.tw/
17161,palaeozoic era,古生代,https://terms.naer.edu.tw/
17162,palaestra,角力學校,https://terms.naer.edu.tw/
17163,palatability,適口性,https://terms.naer.edu.tw/
17164,palazzo,宮殿 ; 府邸,https://terms.naer.edu.tw/
17165,palladiana,磨石子面層,https://terms.naer.edu.tw/
17166,Palladianism,帕拉底歐風格,https://terms.naer.edu.tw/
17167,pallet,棧板,https://terms.naer.edu.tw/
17168,pallet transportation,棧板運輸,https://terms.naer.edu.tw/
17169,palletization,棧板化{貨物運輸},https://terms.naer.edu.tw/
17170,pan,預鑄用模板；篩盤；平移{CAD},https://terms.naer.edu.tw/
17171,pan coefficient,蒸發皿係數,https://terms.naer.edu.tw/
17172,pan head,平頭；盤形頭,https://terms.naer.edu.tw/
17173,pan mixer,垂直軸式拌和機,https://terms.naer.edu.tw/
17174,pan type mixer,盤式拌和機,https://terms.naer.edu.tw/
17175,pan-sharpening,全色銳化,https://terms.naer.edu.tw/
17176,panchromatic emulsion,全色膜,https://terms.naer.edu.tw/
17177,panchromatic film,全色[軟]片；全色底片,https://terms.naer.edu.tw/
17178,panel board,鑲板；分電盤{電機},https://terms.naer.edu.tw/
17179,panel point,格點；接點,https://terms.naer.edu.tw/
17180,panel strip,嵌條；鑲板條,https://terms.naer.edu.tw/
17181,panel wall,版牆,https://terms.naer.edu.tw/
17182,panel-hung component system furniture,掛櫃式系統家具,https://terms.naer.edu.tw/
17183,panel-zone,梁柱接頭腹板區{鋼結構},https://terms.naer.edu.tw/
17184,paneled mat,塊狀地墊；拼接地墊,https://terms.naer.edu.tw/
17185,panels prying action,版翹曲作用,https://terms.naer.edu.tw/
17186,panhead rivet,平頭鉚釘；盤頭鉚釘,https://terms.naer.edu.tw/
17187,panoramic camera,全景相機；全景攝影機,https://terms.naer.edu.tw/
17188,pantograph,集電弓；縮放儀,https://terms.naer.edu.tw/
17189,PANTONE Matching System (PMS),PANTONE標準色彩匹配系統；PANTONE配色系統,https://terms.naer.edu.tw/
17190,paper chromatography,濾紙色層分析法,https://terms.naer.edu.tw/
17191,paper space,圖紙空間{CAD},https://terms.naer.edu.tw/
17192,paper-based laminate,紙基[積]層板,https://terms.naer.edu.tw/
17193,parabolic shell,拋物形薄殼,https://terms.naer.edu.tw/
17194,parabolic vault,拋物形拱頂,https://terms.naer.edu.tw/
17195,paraboloid,拋物線體；拋物旋轉體；拋物面,https://terms.naer.edu.tw/
17196,paraffin,鏈烷烴,https://terms.naer.edu.tw/
17197,paraffin waterproofing,打蠟防水,https://terms.naer.edu.tw/
17198,paraffin wax,石臘,https://terms.naer.edu.tw/
17199,parallactic angle,視差角{攝影測量}；星位角{天文},https://terms.naer.edu.tw/
17200,parallax,視差,https://terms.naer.edu.tw/
17201,parallax adjustment,視差校正,https://terms.naer.edu.tw/
17202,parallax bar,視差尺,https://terms.naer.edu.tw/
17203,parallax difference,視差差值,https://terms.naer.edu.tw/
17204,parallel approval,並行批准,https://terms.naer.edu.tw/
17205,parallel circle,平行圈；緯圈,https://terms.naer.edu.tw/
17206,parallel diagram,平行列車運行圖,https://terms.naer.edu.tw/
17207,parallel forces,平行力,https://terms.naer.edu.tw/
17208,parallel line screen,平行線網屏,https://terms.naer.edu.tw/
17209,parallel parking,平行停車,https://terms.naer.edu.tw/
17210,parallel runway,平行跑道,https://terms.naer.edu.tw/
17211,parallel strand lumber (PSL),平行定向木片[積]層板材,https://terms.naer.edu.tw/
17212,parallel system,平行系統,https://terms.naer.edu.tw/
17213,parallel task,平行作業,https://terms.naer.edu.tw/
17214,parallel taxiway,平行滑行道,https://terms.naer.edu.tw/
17215,parallel wharf,平行碼頭,https://terms.naer.edu.tw/
17216,parallel-axis theorem,平行軸定理,https://terms.naer.edu.tw/
17217,parallel-plate micrometer,平行板測微尺,https://terms.naer.edu.tw/
17218,parallel-wire unit,平行預力鋼絞線,https://terms.naer.edu.tw/
17219,parallelogram law,平行四邊形定律,https://terms.naer.edu.tw/
17220,parallelogram of forces,力之平行四邊形,https://terms.naer.edu.tw/
17221,paramagnetic entropy,順磁性熵,https://terms.naer.edu.tw/
17222,parambulator,輪距計{測量距離用},https://terms.naer.edu.tw/
17223,parametric cost estimating,參數估價,https://terms.naer.edu.tw/
17224,parametric estimating,參數估價法,https://terms.naer.edu.tw/
17225,parametric estimation,參數估算法,https://terms.naer.edu.tw/
17226,parametric hydrology,參數水文學,https://terms.naer.edu.tw/
17227,parametric method,有母數分析法；參數分析法,https://terms.naer.edu.tw/
17228,parametrizable primitive solid,參數化原型實體,https://terms.naer.edu.tw/
17229,parapet,女兒牆；胸牆,https://terms.naer.edu.tw/
17230,paraquat,對草快；巴拉刈,https://terms.naer.edu.tw/
17231,parasitic bacteria,寄生菌,https://terms.naer.edu.tw/
17232,paratransit,副大眾運輸；準大眾運輸；輔助大眾運輸,https://terms.naer.edu.tw/
17233,parcel receipt,包裹票；包裹收據,https://terms.naer.edu.tw/
17234,parent company certificate,母公司保證書,https://terms.naer.edu.tw/
17235,parent metal,母材{銲接之},https://terms.naer.edu.tw/
17236,parent nuclide,母核種,https://terms.naer.edu.tw/
17237,parent rock,母岩,https://terms.naer.edu.tw/
17238,parental care toilet,親子廁所,https://terms.naer.edu.tw/
17239,Pareto diagram,主次因素分析法；排列圖法；柏拉圖,https://terms.naer.edu.tw/
17240,Pareto's law,柏拉圖法則,https://terms.naer.edu.tw/
17241,Pareto's principle,柏拉圖法則,https://terms.naer.edu.tw/
17242,parge,塗灰漿,https://terms.naer.edu.tw/
17243,park,公園,https://terms.naer.edu.tw/
17244,park and recreation planning,公園與遊憩規劃,https://terms.naer.edu.tw/
17245,park and ride,停車轉乘,https://terms.naer.edu.tw/
17246,park facility,公園設施,https://terms.naer.edu.tw/
17247,park system,公園系統,https://terms.naer.edu.tw/
17248,park system plan,公園系統計畫,https://terms.naer.edu.tw/
17249,park-and-ride (P&R),停車轉乘,https://terms.naer.edu.tw/
17250,parked vehicle,停置車輛,https://terms.naer.edu.tw/
17251,parkerising,鐵材表面防蝕處理,https://terms.naer.edu.tw/
17252,parking appurtenance,停車場附屬設施,https://terms.naer.edu.tw/
17253,parking brake,駐車煞車,https://terms.naer.edu.tw/
17254,parking capacity,停車容量,https://terms.naer.edu.tw/
17255,parking demand,停車需求,https://terms.naer.edu.tw/
17256,parking duration,停車延時,https://terms.naer.edu.tw/
17257,parking garage,停車庫,https://terms.naer.edu.tw/
17258,parking lane,停車道,https://terms.naer.edu.tw/
17259,parking load,停車量,https://terms.naer.edu.tw/
17260,parking lot,停車場,https://terms.naer.edu.tw/
17261,parking meter,停車計時器,https://terms.naer.edu.tw/
17262,parking pool,停車場,https://terms.naer.edu.tw/
17263,parking restriction,停車限制,https://terms.naer.edu.tw/
17264,parking stall,停車棚,https://terms.naer.edu.tw/
17265,parking strip,停車地帶,https://terms.naer.edu.tw/
17266,parking study,停車研究,https://terms.naer.edu.tw/
17267,parking turnover rate,停車周轉率,https://terms.naer.edu.tw/
17268,parkway,公園大道；園道；景觀道路,https://terms.naer.edu.tw/
17269,parquetry,拼花{地板}；拼花{牆面},https://terms.naer.edu.tw/
17270,parse,剖析；解析,https://terms.naer.edu.tw/
17271,Parshall flume,巴歇爾量水槽,https://terms.naer.edu.tw/
17272,part-of relation,[物件]組成關係,https://terms.naer.edu.tw/
17273,partial cloverleaf,局部四葉形交流道,https://terms.naer.edu.tw/
17274,partial cloverleaf interchange,局部四葉形交流道,https://terms.naer.edu.tw/
17275,partial continuity,部分連續,https://terms.naer.edu.tw/
17276,partial contract,部分承攬契約；部分承包契約,https://terms.naer.edu.tw/
17277,partial control of access,部分出入管制,https://terms.naer.edu.tw/
17278,partial cutting and partial filling,半挖半填,https://terms.naer.edu.tw/
17279,partial density,部分密度,https://terms.naer.edu.tw/
17280,partial derivative,偏導數,https://terms.naer.edu.tw/
17281,partial discharge,部分放電,https://terms.naer.edu.tw/
17282,partial duration series,部分延時序列,https://terms.naer.edu.tw/
17283,partial excavation,局部開挖,https://terms.naer.edu.tw/
17284,partial flood control,部分防洪,https://terms.naer.edu.tw/
17285,partial mirror,部分反射鏡,https://terms.naer.edu.tw/
17286,partial pressure,分壓,https://terms.naer.edu.tw/
17287,partial prestressing,部分預力,https://terms.naer.edu.tw/
17288,partial release,部分預力釋放,https://terms.naer.edu.tw/
17289,partial relief,部分減低水壓{船塢底},https://terms.naer.edu.tw/
17290,partial saturation,部分飽和,https://terms.naer.edu.tw/
17291,partial spectral hue progression,部分光譜色階,https://terms.naer.edu.tw/
17292,partial submergence,部分浸水,https://terms.naer.edu.tw/
17293,partial tide,分潮,https://terms.naer.edu.tw/
17294,partial view,部分視圖,https://terms.naer.edu.tw/
17295,partial volume,部分體積,https://terms.naer.edu.tw/
17296,partial-depth repair,部分厚度修補,https://terms.naer.edu.tw/
17297,partially composite beam,部分合成梁；部分複合梁,https://terms.naer.edu.tw/
17298,partially fixed,部分固定,https://terms.naer.edu.tw/
17299,particle,粒狀物；粒子；質點；顆粒,https://terms.naer.edu.tw/
17300,particle counting,粒子計數,https://terms.naer.edu.tw/
17301,particle shape,粒料形狀,https://terms.naer.edu.tw/
17302,particle size analysis,粒徑分析,https://terms.naer.edu.tw/
17303,particle-size distribution,粒徑分布,https://terms.naer.edu.tw/
17304,particleboard,粒片板；塑合板；碎屑膠合板,https://terms.naer.edu.tw/
17305,particular cargo,特種貨物,https://terms.naer.edu.tw/
17306,particular solution,特殊解；特別解,https://terms.naer.edu.tw/
17307,particulate,微粒；粒狀物,https://terms.naer.edu.tw/
17308,particulate composite material,顆粒複合材料,https://terms.naer.edu.tw/
17309,particulate organic phosphorus,微粒狀有機磷,https://terms.naer.edu.tw/
17310,particulate pollution,微粒污染,https://terms.naer.edu.tw/
17311,parting agent,脫模劑,https://terms.naer.edu.tw/
17312,parting line,合模線,https://terms.naer.edu.tw/
17313,partition coefficient,分配係數,https://terms.naer.edu.tw/
17314,parts per billion (ppb),十億分率,https://terms.naer.edu.tw/
17315,parts per hundred million (pphm),億分率,https://terms.naer.edu.tw/
17316,parts per million (ppm),百萬分率,https://terms.naer.edu.tw/
17317,parts per thousand,千分率,https://terms.naer.edu.tw/
17318,Pascal-second,帕．秒 ｛Pa.s，poise｝ {黏度單位},https://terms.naer.edu.tw/
17319,pass,道；層,https://terms.naer.edu.tw/
17320,pass-by track,側線,https://terms.naer.edu.tw/
17321,passage,通道,https://terms.naer.edu.tw/
17322,passenger agent 's office (PAO),旅客服務室,https://terms.naer.edu.tw/
17323,passenger agent (PA),站務員,https://terms.naer.edu.tw/
17324,passenger agent office (PAO),站務室,https://terms.naer.edu.tw/
17325,passenger aircraft,客運航機,https://terms.naer.edu.tw/
17326,passenger boat,客船,https://terms.naer.edu.tw/
17327,passenger car,小客車,https://terms.naer.edu.tw/
17328,passenger car equivalent (PCE),小客車當量,https://terms.naer.edu.tw/
17329,passenger car scheduling,客車排班,https://terms.naer.edu.tw/
17330,passenger car unit (PCU),小客車當量；小客車單位,https://terms.naer.edu.tw/
17331,passenger facility,旅客設施,https://terms.naer.edu.tw/
17332,passenger information display system (PIDS),旅客資訊顯示系統,https://terms.naer.edu.tw/
17333,passenger limit,載客限制,https://terms.naer.edu.tw/
17334,passenger line,客運線,https://terms.naer.edu.tw/
17335,passenger liner,定期客船,https://terms.naer.edu.tw/
17336,passenger load factor,載客率；客位利用率,https://terms.naer.edu.tw/
17337,passenger ship,客船,https://terms.naer.edu.tw/
17338,passenger station,客運站,https://terms.naer.edu.tw/
17339,passenger tariff table,票價表,https://terms.naer.edu.tw/
17340,passenger terminal,客運終站,https://terms.naer.edu.tw/
17341,passenger terminal building,旅客終站大廈/站屋,https://terms.naer.edu.tw/
17342,passenger traffic,客運交通,https://terms.naer.edu.tw/
17343,passenger wharf,客運碼頭,https://terms.naer.edu.tw/
17344,passenger-car-kilometers,客車公里,https://terms.naer.edu.tw/
17345,passenger-cargo ship,客貨船,https://terms.naer.edu.tw/
17346,passenger-kilometers,延人公里,https://terms.naer.edu.tw/
17347,passing,超車,https://terms.naer.edu.tw/
17348,passing ability through gaps,間隙通過性,https://terms.naer.edu.tw/
17349,passing bay,避讓車道；避車彎,https://terms.naer.edu.tw/
17350,passing place,避車處,https://terms.naer.edu.tw/
17351,passing regulation,超車規定,https://terms.naer.edu.tw/
17352,passing sight distance,超車視距,https://terms.naer.edu.tw/
17353,passing tonnage,通過噸數,https://terms.naer.edu.tw/
17354,passing/meeting loop,超車/會車軌；錯車軌,https://terms.naer.edu.tw/
17355,passive cooling,被動式冷卻,https://terms.naer.edu.tw/
17356,passive data collection,被動式資料蒐集,https://terms.naer.edu.tw/
17357,passive earth pressure,被動土壓力,https://terms.naer.edu.tw/
17358,passive recreation,靜態休閒；低環境衝擊休閒,https://terms.naer.edu.tw/
17359,passive remote sensing,被動式遙測,https://terms.naer.edu.tw/
17360,passive resistance,被動抗力,https://terms.naer.edu.tw/
17361,passive solar,被動式太陽能,https://terms.naer.edu.tw/
17362,passive solar design,被動式太陽能設計,https://terms.naer.edu.tw/
17363,passive solar heating,被動式太陽能供暖系統,https://terms.naer.edu.tw/
17364,passive solar heating system,被動式太陽能供暖系統,https://terms.naer.edu.tw/
17365,passive system,被動式系統,https://terms.naer.edu.tw/
17366,passive tilting train,被動式傾斜列車,https://terms.naer.edu.tw/
17367,passive ventilation,被動式通風,https://terms.naer.edu.tw/
17368,passivity,鈍性；被動性,https://terms.naer.edu.tw/
17369,passometer,計步器；步度計,https://terms.naer.edu.tw/
17370,paste,水泥漿；漿體,https://terms.naer.edu.tw/
17371,paste content,水泥漿體含量比,https://terms.naer.edu.tw/
17372,paste volume,水泥漿體積,https://terms.naer.edu.tw/
17373,pasteup,剪貼版；拼接版,https://terms.naer.edu.tw/
17374,pasteurization,巴士德殺菌法；巴氏殺菌法,https://terms.naer.edu.tw/
17375,pat,水泥試餅,https://terms.naer.edu.tw/
17376,patch,修補,https://terms.naer.edu.tw/
17377,patching,表面修補,https://terms.naer.edu.tw/
17378,path,路徑,https://terms.naer.edu.tw/
17379,path convergence,路徑合併,https://terms.naer.edu.tw/
17380,path divergence,路徑分出,https://terms.naer.edu.tw/
17381,path float,路徑浮時,https://terms.naer.edu.tw/
17382,path of prestressing force,預力軌跡{混凝土中},https://terms.naer.edu.tw/
17383,path of tendon,鋼腱路徑,https://terms.naer.edu.tw/
17384,pathogen,病原體,https://terms.naer.edu.tw/
17385,pathogenic bacteria,病原菌,https://terms.naer.edu.tw/
17386,patio,露臺,https://terms.naer.edu.tw/
17387,patios,庭院,https://terms.naer.edu.tw/
17388,pattern,樣態；樣式；花紋；拼花{石材},https://terms.naer.edu.tw/
17389,pattern arrangement,圖案配置,https://terms.naer.edu.tw/
17390,pattern bonds,樣式砌法,https://terms.naer.edu.tw/
17391,pattern convention,慣用圖型；慣用圖案,https://terms.naer.edu.tw/
17392,pattern conventions and standards,圖式規格,https://terms.naer.edu.tw/
17393,pattern cracking,開裂,https://terms.naer.edu.tw/
17394,pattern cracks,龜裂,https://terms.naer.edu.tw/
17395,pattern loadings,組態載重,https://terms.naer.edu.tw/
17396,pattern orientation,圖案方向,https://terms.naer.edu.tw/
17397,pattern primitive,圖案基元,https://terms.naer.edu.tw/
17398,pattern screen,圖案網屏,https://terms.naer.edu.tw/
17399,pattern surface,拼花表面,https://terms.naer.edu.tw/
17400,pattern texture,圖案紋理,https://terms.naer.edu.tw/
17401,pattern-texture progression,漸進式紋理圖案,https://terms.naer.edu.tw/
17402,pattern-value progression,漸進式亮度圖案,https://terms.naer.edu.tw/
17403,patterned area symbol,面狀圖案符號,https://terms.naer.edu.tw/
17404,patterned ashlar,規則混凝土塊砌,https://terms.naer.edu.tw/
17405,patterned glass,壓花玻璃,https://terms.naer.edu.tw/
17406,pavement,鋪面；路面,https://terms.naer.edu.tw/
17407,pavement base,鋪面底層,https://terms.naer.edu.tw/
17408,pavement edge line,路面邊線,https://terms.naer.edu.tw/
17409,pavement marking,路面標線,https://terms.naer.edu.tw/
17410,pavement recycling,鋪面材料回收再生,https://terms.naer.edu.tw/
17411,pavement reinforcement,鋪面加勁,https://terms.naer.edu.tw/
17412,pavement scratching,路面刨除,https://terms.naer.edu.tw/
17413,pavement slab,路面版,https://terms.naer.edu.tw/
17414,pavement structure,鋪面結構,https://terms.naer.edu.tw/
17415,pavement widening,路面加寬,https://terms.naer.edu.tw/
17416,pavement-width transition marking,路面寬度轉換標線,https://terms.naer.edu.tw/
17417,paving breaker,路面破碎機,https://terms.naer.edu.tw/
17418,paving brick,鋪面磚,https://terms.naer.edu.tw/
17419,paving mixer,鋪面拌和機,https://terms.naer.edu.tw/
17420,paving specialty,鋪築專用設備,https://terms.naer.edu.tw/
17421,paving sward,鋪草皮,https://terms.naer.edu.tw/
17422,paving train,鋪築車隊{混凝土鋪面},https://terms.naer.edu.tw/
17423,pay line,給價線,https://terms.naer.edu.tw/
17424,pay load,酬載重,https://terms.naer.edu.tw/
17425,pay note,本票,https://terms.naer.edu.tw/
17426,payload,酬載；付費載重,https://terms.naer.edu.tw/
17427,payment application,款項申請；請款,https://terms.naer.edu.tw/
17428,payment bond,付款保證金,https://terms.naer.edu.tw/
17429,payment procedure,付款程序,https://terms.naer.edu.tw/
17430,pea gravel,細礫石,https://terms.naer.edu.tw/
17431,peak demand,尖峰需水量,https://terms.naer.edu.tw/
17432,peak exothermic temperature,最高發熱溫度,https://terms.naer.edu.tw/
17433,peak flood,尖峰洪水,https://terms.naer.edu.tw/
17434,peak heat loss,尖峰熱損失,https://terms.naer.edu.tw/
17435,peak hour,尖峰小時,https://terms.naer.edu.tw/
17436,peak hour factor (PHF),尖峰小時因數,https://terms.naer.edu.tw/
17437,peak hour traffic,尖峰小時交通量,https://terms.naer.edu.tw/
17438,peak hour volume,尖峰小時運量,https://terms.naer.edu.tw/
17439,peak load,尖峰負載,https://terms.naer.edu.tw/
17440,peak load strength,最大載重強度,https://terms.naer.edu.tw/
17441,peak period,尖峰期間,https://terms.naer.edu.tw/
17442,peak rate of flow,尖峰流量,https://terms.naer.edu.tw/
17443,peak season,運輸旺季,https://terms.naer.edu.tw/
17444,peak segment,峰段,https://terms.naer.edu.tw/
17445,peak time,尖峰時間,https://terms.naer.edu.tw/
17446,peak traffic,尖峰交通量,https://terms.naer.edu.tw/
17447,peak water demand,尖峰需水量,https://terms.naer.edu.tw/
17448,peak-hour,尖峰小時,https://terms.naer.edu.tw/
17449,peak-hour loading,尖峰小時承載量,https://terms.naer.edu.tw/
17450,peak-load power station,尖峰負載發電站,https://terms.naer.edu.tw/
17451,Peano code,Peano編碼,https://terms.naer.edu.tw/
17452,peat,泥炭,https://terms.naer.edu.tw/
17453,pebble,礫；卵石,https://terms.naer.edu.tw/
17454,pebble beach,石礫海灘,https://terms.naer.edu.tw/
17455,pedalfer,淋餘土；鐵鋁土,https://terms.naer.edu.tw/
17456,pedestal,墩座；台座,https://terms.naer.edu.tw/
17457,pedestal pile,擴底基樁；擴座基樁,https://terms.naer.edu.tw/
17458,pedestrian actuated controller,行人觸動控制器,https://terms.naer.edu.tw/
17459,pedestrian barrier,行人柵欄,https://terms.naer.edu.tw/
17460,pedestrian bridge,行人橋；人行陸橋,https://terms.naer.edu.tw/
17461,pedestrian count,行人量調查,https://terms.naer.edu.tw/
17462,pedestrian crossing,行人穿越道,https://terms.naer.edu.tw/
17463,pedestrian crossing marking,行人穿越道線,https://terms.naer.edu.tw/
17464,pedestrian detector,行人偵測器,https://terms.naer.edu.tw/
17465,pedestrian island,行人庇護島,https://terms.naer.edu.tw/
17466,pedestrian loading island,行人登車島,https://terms.naer.edu.tw/
17467,pedestrian mall,徒步商店街；林蔭步道,https://terms.naer.edu.tw/
17468,pedestrian overpass,人行陸橋,https://terms.naer.edu.tw/
17469,pedestrian path,步道,https://terms.naer.edu.tw/
17470,pedestrian phase,行人時相,https://terms.naer.edu.tw/
17471,pedestrian refuge island,行人避車島,https://terms.naer.edu.tw/
17472,pedestrian signal,行人號誌；行人指示燈,https://terms.naer.edu.tw/
17473,pedestrian traffic,行人交通,https://terms.naer.edu.tw/
17474,pedestrian volume study,行人量研究,https://terms.naer.edu.tw/
17475,pedestrian walk,人行道,https://terms.naer.edu.tw/
17476,pedestrian-actuated crossing signal,行人觸動穿越號誌,https://terms.naer.edu.tw/
17477,pedestrian's right of way,行人路權,https://terms.naer.edu.tw/
17478,pediment,三角楣,https://terms.naer.edu.tw/
17479,pedocal,聚鈣土；鈣層土,https://terms.naer.edu.tw/
17480,pedological classification,層位分類,https://terms.naer.edu.tw/
17481,pedology,土壤學,https://terms.naer.edu.tw/
17482,pedometer,計步器；步度計,https://terms.naer.edu.tw/
17483,pedon,單土體,https://terms.naer.edu.tw/
17484,peel coat,揭膜片,https://terms.naer.edu.tw/
17485,peel ply,剝離層,https://terms.naer.edu.tw/
17486,peel strength,剝離強度,https://terms.naer.edu.tw/
17487,peeling,[混凝土]表面剝離,https://terms.naer.edu.tw/
17488,peg adjustment method,定樁[校正]法；木樁[校正]法,https://terms.naer.edu.tw/
17489,peg test,定樁法；木樁法,https://terms.naer.edu.tw/
17490,pegmatite,偉晶岩,https://terms.naer.edu.tw/
17491,peirhead line,碼頭線,https://terms.naer.edu.tw/
17492,pelite,泥質岩,https://terms.naer.edu.tw/
17493,pelletized type aggregate,造粒型粒料,https://terms.naer.edu.tw/
17494,pelletizer,造粒機,https://terms.naer.edu.tw/
17495,pellicular zone,膜帶{地下水},https://terms.naer.edu.tw/
17496,pen plotter,筆式繪圖儀,https://terms.naer.edu.tw/
17497,penalty,罰款,https://terms.naer.edu.tw/
17498,penalty-bonus clause,獎懲條款,https://terms.naer.edu.tw/
17499,pencil rod,光面金屬棒,https://terms.naer.edu.tw/
17500,pendent signal,懸空號誌,https://terms.naer.edu.tw/
17501,pendentive,弧三角{拜占庭建築},https://terms.naer.edu.tw/
17502,pending change order,審查中變更指示,https://terms.naer.edu.tw/
17503,pending revised contract (PRC),待修正契約,https://terms.naer.edu.tw/
17504,peneplain,準平原,https://terms.naer.edu.tw/
17505,penetration,貫入；貫穿；穿孔；針入度,https://terms.naer.edu.tw/
17506,penetration depth of fusion,熔入度,https://terms.naer.edu.tw/
17507,penetration grading,針入度分級,https://terms.naer.edu.tw/
17508,penetration macadam,灌入式碎石路,https://terms.naer.edu.tw/
17509,penetration of bituminous material,瀝青材料針入度,https://terms.naer.edu.tw/
17510,penetration probe,貫入針,https://terms.naer.edu.tw/
17511,penetration record,貫入記錄,https://terms.naer.edu.tw/
17512,penetration resistance,貫入阻抗,https://terms.naer.edu.tw/
17513,penetration surface,灌入式路面,https://terms.naer.edu.tw/
17514,penetration theory,穿透理論,https://terms.naer.edu.tw/
17515,penetratration test,貫入試驗,https://terms.naer.edu.tw/
17516,penholder graver,雕繪筆,https://terms.naer.edu.tw/
17517,penicillin resistance,青徽素抗性,https://terms.naer.edu.tw/
17518,penstock,壓力鋼管；壓力[水]管,https://terms.naer.edu.tw/
17519,penta prism,五角稜鏡,https://terms.naer.edu.tw/
17520,pentachlorophenol,五氯酚,https://terms.naer.edu.tw/
17521,pentagonal prism,五角稜鏡,https://terms.naer.edu.tw/
17522,people lift,人員升降機,https://terms.naer.edu.tw/
17523,people mover,輕軌捷運；運人系統,https://terms.naer.edu.tw/
17524,peptid bond,肽鍵,https://terms.naer.edu.tw/
17525,peptide,肽,https://terms.naer.edu.tw/
17526,peptization,膠溶作用,https://terms.naer.edu.tw/
17527,per capita per day,每人每日,https://terms.naer.edu.tw/
17528,percent complete,完成百分比,https://terms.naer.edu.tw/
17529,percent error,百分比誤差,https://terms.naer.edu.tw/
17530,percent exceeded sound pressure level,時間率音壓位準,https://terms.naer.edu.tw/
17531,percent fine,含泥百分率,https://terms.naer.edu.tw/
17532,percent fines,細粒料百比率,https://terms.naer.edu.tw/
17533,percent ink coverage,百分比墨水覆蓋,https://terms.naer.edu.tw/
17534,percentage by weight,重量百分比,https://terms.naer.edu.tw/
17535,percentage contract,百分比計酬契約,https://terms.naer.edu.tw/
17536,percentage contrast stretch,百分比對比拉張,https://terms.naer.edu.tw/
17537,percentage error,百分比誤差,https://terms.naer.edu.tw/
17538,percentage fee,百分比費用,https://terms.naer.edu.tw/
17539,percentage of compaction,夯實百分比,https://terms.naer.edu.tw/
17540,percentage of completion method,完工比例法{會計},https://terms.naer.edu.tw/
17541,percentage of elongation,伸長率,https://terms.naer.edu.tw/
